pairing,opponent,strategy,position,sim_id,payoff_total,payoff_matcher,payoff_mismatcher,role_advantage,winrate,n_win_first,rep_win_first,n_loss_first,rep_loss_first,n_win_second,rep_win_second,n_loss_second,rep_loss_second
kToM vs WSLS,WSLS,kToM,A,576,-2,-2,0,-2,0.49,24,17,26,5,25,18,24,7
kToM vs WSLS,kToM,WSLS,B,576,2,-0,2,-2,0.51,26,16,24,13,24,13,25,11
kToM vs WSLS,WSLS,kToM,A,577,-6,-16,10,-26,0.47,17,9,33,10,29,18,20,4
kToM vs WSLS,kToM,WSLS,B,577,6,-10,16,-26,0.53,33,18,17,5,20,12,29,17
kToM vs WSLS,WSLS,kToM,A,578,12,0,12,-12,0.56,25,16,25,7,30,23,19,4
kToM vs WSLS,kToM,WSLS,B,578,-12,-12,-0,-12,0.43999999999999995,25,16,25,11,19,11,30,20
kToM vs WSLS,WSLS,kToM,A,579,-6,-6,0,-6,0.47,22,14,28,10,24,19,25,5
kToM vs WSLS,kToM,WSLS,B,579,6,-0,6,-6,0.53,28,17,22,11,25,12,24,14
kToM vs WSLS,WSLS,kToM,A,580,12,8,4,4,0.56,29,24,21,8,26,17,23,10
kToM vs WSLS,kToM,WSLS,B,580,-12,-4,-8,4,0.43999999999999995,21,15,29,21,23,13,26,15
kToM vs WSLS,WSLS,kToM,A,581,2,4,-2,6,0.51,27,17,23,8,23,16,26,13
kToM vs WSLS,kToM,WSLS,B,581,-2,2,-4,6,0.49,23,13,27,16,26,12,23,8
kToM vs WSLS,WSLS,kToM,A,582,10,4,6,-2,0.55,27,22,23,4,28,17,21,4
kToM vs WSLS,kToM,WSLS,B,582,-10,-6,-4,-2,0.44999999999999996,23,9,27,19,21,13,28,13
kToM vs WSLS,WSLS,kToM,A,583,2,0,2,-2,0.51,25,16,25,8,26,17,23,11
kToM vs WSLS,kToM,WSLS,B,583,-2,-2,-0,-2,0.49,25,14,25,14,23,17,26,16
kToM vs WSLS,WSLS,kToM,A,584,-10,-2,-8,6,0.45,24,16,26,5,21,12,28,7
kToM vs WSLS,kToM,WSLS,B,584,10,8,2,6,0.55,26,13,24,10,28,13,21,7
kToM vs WSLS,WSLS,kToM,A,585,18,6,12,-6,0.59,28,21,22,7,30,22,19,3
kToM vs WSLS,kToM,WSLS,B,585,-18,-12,-6,-6,0.41000000000000003,22,14,28,15,19,11,30,18
kToM vs WSLS,WSLS,kToM,A,586,14,12,2,10,0.57,31,21,19,5,25,21,24,7
kToM vs WSLS,kToM,WSLS,B,586,-14,-2,-12,10,0.43000000000000005,19,13,31,15,24,14,25,13
kToM vs WSLS,WSLS,kToM,A,587,6,8,-2,10,0.53,29,18,21,4,24,20,25,8
kToM vs WSLS,kToM,WSLS,B,587,-6,2,-8,10,0.47,21,11,29,19,25,13,24,15
kToM vs WSLS,WSLS,kToM,A,588,18,12,6,6,0.59,31,23,19,5,27,21,22,7
kToM vs WSLS,kToM,WSLS,B,588,-18,-6,-12,6,0.41000000000000003,19,14,31,21,22,15,27,16
kToM vs WSLS,WSLS,kToM,A,589,30,18,12,6,0.65,34,24,16,8,30,19,19,5
kToM vs WSLS,kToM,WSLS,B,589,-30,-12,-18,6,0.35,16,9,34,23,19,13,30,21
kToM vs WSLS,WSLS,kToM,A,590,10,8,2,6,0.55,29,20,21,5,26,18,23,6
kToM vs WSLS,kToM,WSLS,B,590,-10,-2,-8,6,0.44999999999999996,21,14,29,16,23,15,26,15
kToM vs WSLS,WSLS,kToM,A,591,10,14,-4,18,0.55,32,25,18,7,23,18,26,7
kToM vs WSLS,kToM,WSLS,B,591,-10,4,-14,18,0.44999999999999996,18,11,32,25,26,16,23,11
kToM vs WSLS,WSLS,kToM,A,592,16,10,6,4,0.58,30,25,20,8,28,19,21,3
kToM vs WSLS,kToM,WSLS,B,592,-16,-6,-10,4,0.42000000000000004,20,10,30,16,21,12,28,12
kToM vs WSLS,WSLS,kToM,A,593,8,4,4,0,0.54,27,21,23,4,26,20,23,6
kToM vs WSLS,kToM,WSLS,B,593,-8,-4,-4,0,0.45999999999999996,23,8,27,16,23,16,26,14
kToM vs WSLS,WSLS,kToM,A,594,14,8,6,2,0.57,29,17,21,8,28,23,21,2
kToM vs WSLS,kToM,WSLS,B,594,-14,-6,-8,2,0.43000000000000005,21,12,29,22,21,12,28,16
kToM vs WSLS,WSLS,kToM,A,595,20,4,16,-12,0.6,27,18,23,8,32,27,17,6
kToM vs WSLS,kToM,WSLS,B,595,-20,-16,-4,-12,0.4,23,15,27,11,17,8,32,21
kToM vs WSLS,WSLS,kToM,A,596,22,16,6,10,0.61,33,21,17,7,28,17,21,7
kToM vs WSLS,kToM,WSLS,B,596,-22,-6,-16,10,0.39,17,8,33,20,21,15,28,18
kToM vs WSLS,WSLS,kToM,A,597,10,6,4,2,0.55,28,22,22,7,27,19,22,8
kToM vs WSLS,kToM,WSLS,B,597,-10,-4,-6,2,0.44999999999999996,22,13,28,12,22,14,27,14
kToM vs WSLS,WSLS,kToM,A,598,16,4,12,-8,0.58,27,17,23,7,31,21,18,5
kToM vs WSLS,kToM,WSLS,B,598,-16,-12,-4,-8,0.42000000000000004,23,13,27,14,18,11,31,16
kToM vs WSLS,WSLS,kToM,A,599,10,4,6,-2,0.55,27,19,23,8,28,20,21,5
kToM vs WSLS,kToM,WSLS,B,599,-10,-6,-4,-2,0.44999999999999996,23,12,27,13,21,17,28,15
kToM vs WSLS,WSLS,kToM,A,600,-2,-2,0,-2,0.49,24,16,26,8,24,20,25,9
kToM vs WSLS,kToM,WSLS,B,600,2,-0,2,-2,0.51,26,15,24,11,25,17,24,13
kToM vs kToM,kToM,kToM,A,1,-2,4,-6,10,0.49,27,17,23,6,21,17,28,13
kToM vs kToM,kToM,kToM,B,1,2,6,-4,10,0.51,23,15,27,8,28,23,21,5
kToM vs kToM,kToM,kToM,A,2,0,2,-2,4,0.5,26,17,24,9,24,17,25,5
kToM vs kToM,kToM,kToM,B,2,-0,2,-2,4,0.5,24,19,26,9,25,19,24,5
kToM vs kToM,kToM,kToM,A,3,6,-4,10,-14,0.53,23,21,27,8,29,17,20,4
kToM vs kToM,kToM,kToM,B,3,-6,-10,4,-14,0.47,27,21,23,9,20,11,29,12
kToM vs kToM,kToM,kToM,A,4,-18,-12,-6,-6,0.41,19,13,31,7,22,14,27,9
kToM vs kToM,kToM,kToM,B,4,18,6,12,-6,0.5900000000000001,31,18,19,4,27,21,22,6
kToM vs kToM,kToM,kToM,A,5,8,8,0,8,0.54,29,19,21,6,25,18,24,8
kToM vs kToM,kToM,kToM,B,5,-8,-0,-8,8,0.45999999999999996,21,16,29,10,24,17,25,5
kToM vs kToM,kToM,kToM,A,6,6,4,2,2,0.53,27,13,23,4,25,16,24,8
kToM vs kToM,kToM,kToM,B,6,-6,-2,-4,2,0.47,23,16,27,5,24,22,25,10
kToM vs kToM,kToM,kToM,A,7,-12,-4,-8,4,0.44,23,14,27,10,21,13,28,11
kToM vs kToM,kToM,kToM,B,7,12,8,4,4,0.56,27,20,23,6,28,20,21,4
kToM vs kToM,kToM,kToM,A,8,-2,0,-2,2,0.49,25,19,25,6,23,16,26,7
kToM vs kToM,kToM,kToM,B,8,2,2,-0,2,0.51,25,21,25,8,26,16,23,6
kToM vs kToM,kToM,kToM,A,9,0,6,-6,12,0.5,28,18,22,4,21,16,28,6
kToM vs kToM,kToM,kToM,B,9,-0,6,-6,12,0.5,22,15,28,8,28,18,21,3
kToM vs kToM,kToM,kToM,A,10,8,8,0,8,0.54,29,19,21,4,24,17,25,7
kToM vs kToM,kToM,kToM,B,10,-8,-0,-8,8,0.45999999999999996,21,15,29,11,25,17,24,8
kToM vs kToM,kToM,kToM,A,11,-4,-4,0,-4,0.48,23,15,27,7,24,17,25,8
kToM vs kToM,kToM,kToM,B,11,4,-0,4,-4,0.52,27,15,23,7,25,16,24,5
kToM vs kToM,kToM,kToM,A,12,10,2,8,-6,0.55,26,18,24,9,28,21,21,7
kToM vs kToM,kToM,kToM,B,12,-10,-8,-2,-6,0.44999999999999996,24,19,26,7,21,16,28,9
kToM vs kToM,kToM,kToM,A,13,-2,-2,0,-2,0.49,24,17,26,12,25,18,24,9
kToM vs kToM,kToM,kToM,B,13,2,-0,2,-2,0.51,26,14,24,5,24,16,25,11
kToM vs kToM,kToM,kToM,A,14,-28,-12,-16,4,0.36,19,17,31,11,16,12,33,14
kToM vs kToM,kToM,kToM,B,14,28,16,12,4,0.64,31,23,19,7,33,20,16,5
kToM vs kToM,kToM,kToM,A,15,-16,-16,0,-16,0.42,17,15,33,10,25,18,24,8
kToM vs kToM,kToM,kToM,B,15,16,-0,16,-16,0.5800000000000001,33,23,17,5,24,16,25,8
kToM vs kToM,kToM,kToM,A,16,6,8,-2,10,0.53,29,17,21,4,24,19,25,5
kToM vs kToM,kToM,kToM,B,16,-6,2,-8,10,0.47,21,14,29,7,25,21,24,6
kToM vs kToM,kToM,kToM,A,17,-14,-14,0,-14,0.43,18,15,32,12,24,16,25,5
kToM vs kToM,kToM,kToM,B,17,14,-0,14,-14,0.5700000000000001,32,20,18,5,25,19,24,6
kToM vs kToM,kToM,kToM,A,18,-12,2,-14,16,0.44,26,19,24,6,18,16,31,10
kToM vs kToM,kToM,kToM,B,18,12,14,-2,16,0.56,24,18,26,7,31,19,18,3
kToM vs kToM,kToM,kToM,A,19,-10,-4,-6,2,0.45,23,18,27,9,21,13,28,9
kToM vs kToM,kToM,kToM,B,19,10,6,4,2,0.55,27,21,23,5,28,22,21,9
kToM vs kToM,kToM,kToM,A,20,8,2,6,-4,0.54,26,19,24,6,28,22,21,9
kToM vs kToM,kToM,kToM,B,20,-8,-6,-2,-4,0.45999999999999996,24,16,26,8,21,11,28,9
kToM vs kToM,kToM,kToM,A,21,-12,-12,0,-12,0.44,19,13,31,11,24,21,25,7
kToM vs kToM,kToM,kToM,B,21,12,-0,12,-12,0.56,31,24,19,4,25,16,24,8
kToM vs kToM,kToM,kToM,A,22,-8,-6,-2,-4,0.46,22,18,28,6,24,23,25,9
kToM vs kToM,kToM,kToM,B,22,8,2,6,-4,0.54,28,17,22,9,25,20,24,10
kToM vs kToM,kToM,kToM,A,23,12,8,4,4,0.56,29,24,21,7,26,20,23,6
kToM vs kToM,kToM,kToM,B,23,-12,-4,-8,4,0.43999999999999995,21,16,29,13,23,15,26,8
kToM vs kToM,kToM,kToM,A,24,-2,-2,0,-2,0.49,24,16,26,7,25,16,24,6
kToM vs kToM,kToM,kToM,B,24,2,-0,2,-2,0.51,26,17,24,9,24,17,25,9
kToM vs kToM,kToM,kToM,A,25,12,2,10,-8,0.56,26,18,24,10,29,23,20,4
kToM vs kToM,kToM,kToM,B,25,-12,-10,-2,-8,0.43999999999999995,24,16,26,10,20,18,29,12
kToM vs kToM,kToM,kToM,A,26,4,6,-2,8,0.52,28,15,22,11,24,19,25,6
kToM vs kToM,kToM,kToM,B,26,-4,2,-6,8,0.48,22,18,28,9,25,15,24,9
kToM vs kToM,kToM,kToM,A,27,8,-2,10,-12,0.54,24,17,26,10,29,21,20,5
kToM vs kToM,kToM,kToM,B,27,-8,-10,2,-12,0.45999999999999996,26,13,24,5,20,16,29,12
kToM vs kToM,kToM,kToM,A,28,12,4,8,-4,0.56,27,18,23,9,28,16,21,6
kToM vs kToM,kToM,kToM,B,28,-12,-8,-4,-4,0.43999999999999995,23,19,27,9,21,14,28,10
kToM vs kToM,kToM,kToM,A,29,-12,-2,-10,8,0.44,24,18,26,8,20,16,29,6
kToM vs kToM,kToM,kToM,B,29,12,10,2,8,0.56,26,20,24,6,29,16,20,5
kToM vs kToM,kToM,kToM,A,30,-6,0,-6,6,0.47,25,18,25,8,21,17,28,12
kToM vs kToM,kToM,kToM,B,30,6,6,-0,6,0.53,25,16,25,7,28,14,21,6
kToM vs kToM,kToM,kToM,A,31,2,-4,6,-10,0.51,23,16,27,2,28,18,21,9
kToM vs kToM,kToM,kToM,B,31,-2,-6,4,-10,0.49,27,15,23,8,21,14,28,11
kToM vs kToM,kToM,kToM,A,32,-12,-4,-8,4,0.44,23,18,27,10,21,18,28,9
kToM vs kToM,kToM,kToM,B,32,12,8,4,4,0.56,27,22,23,8,28,21,21,5
kToM vs kToM,kToM,kToM,A,33,0,0,0,0,0.5,25,16,25,5,24,18,25,5
kToM vs kToM,kToM,kToM,B,33,-0,-0,-0,0,0.5,25,16,25,9,25,14,24,12
kToM vs kToM,kToM,kToM,A,34,-4,2,-6,8,0.48,26,20,24,9,21,12,28,12
kToM vs kToM,kToM,kToM,B,34,4,6,-2,8,0.52,24,19,26,9,28,23,21,5
kToM vs kToM,kToM,kToM,A,35,-8,-4,-4,0,0.46,23,15,27,7,23,18,26,5
kToM vs kToM,kToM,kToM,B,35,8,4,4,0,0.54,27,20,23,6,26,19,23,5
kToM vs kToM,kToM,kToM,A,36,-4,-6,2,-8,0.48,22,18,28,11,25,17,24,5
kToM vs kToM,kToM,kToM,B,36,4,-2,6,-8,0.52,28,18,22,5,24,20,25,9
kToM vs kToM,kToM,kToM,A,37,14,6,8,-2,0.57,28,15,22,4,28,20,21,4
kToM vs kToM,kToM,kToM,B,37,-14,-8,-6,-2,0.43000000000000005,22,17,28,7,21,18,28,4
kToM vs kToM,kToM,kToM,A,38,-14,-8,-6,-2,0.43,21,16,29,10,22,15,27,8
kToM vs kToM,kToM,kToM,B,38,14,6,8,-2,0.5700000000000001,29,18,21,5,27,20,22,8
kToM vs kToM,kToM,kToM,A,39,-12,-6,-6,0,0.44,22,14,28,10,22,18,27,10
kToM vs kToM,kToM,kToM,B,39,12,6,6,0,0.56,28,17,22,6,27,19,22,3
kToM vs kToM,kToM,kToM,A,40,4,0,4,-4,0.52,25,15,25,8,27,19,22,7
kToM vs kToM,kToM,kToM,B,40,-4,-4,-0,-4,0.48,25,21,25,5,22,15,27,13
kToM vs kToM,kToM,kToM,A,41,8,4,4,0,0.54,27,18,23,9,26,17,23,9
kToM vs kToM,kToM,kToM,B,41,-8,-4,-4,0,0.45999999999999996,23,17,27,9,23,17,26,7
kToM vs kToM,kToM,kToM,A,42,2,6,-4,10,0.51,28,22,22,7,22,19,27,12
kToM vs kToM,kToM,kToM,B,42,-2,4,-6,10,0.49,22,20,28,7,27,18,22,6
kToM vs kToM,kToM,kToM,A,43,2,0,2,-2,0.51,25,16,25,6,25,17,24,7
kToM vs kToM,kToM,kToM,B,43,-2,-2,-0,-2,0.49,25,18,25,5,24,17,25,9
kToM vs kToM,kToM,kToM,A,44,0,-6,6,-12,0.5,22,16,28,7,27,17,22,8
kToM vs kToM,kToM,kToM,B,44,-0,-6,6,-12,0.5,28,20,22,9,22,16,27,7
kToM vs kToM,kToM,kToM,A,45,4,8,-4,12,0.52,29,14,21,9,23,16,26,12
kToM vs kToM,kToM,kToM,B,45,-4,4,-8,12,0.48,21,18,29,15,26,18,23,7
kToM vs kToM,kToM,kToM,A,46,4,-4,8,-12,0.52,23,18,27,8,28,16,21,5
kToM vs kToM,kToM,kToM,B,46,-4,-8,4,-12,0.48,27,19,23,6,21,18,28,6
kToM vs kToM,kToM,kToM,A,47,2,6,-4,10,0.51,28,21,22,8,22,14,27,6
kToM vs kToM,kToM,kToM,B,47,-2,4,-6,10,0.49,22,16,28,9,27,20,22,4
kToM vs kToM,kToM,kToM,A,48,-6,4,-10,14,0.47,27,22,23,5,19,16,30,15
kToM vs kToM,kToM,kToM,B,48,6,10,-4,14,0.53,23,18,27,10,30,22,19,7
kToM vs kToM,kToM,kToM,A,49,8,4,4,0,0.54,27,17,23,4,26,20,23,5
kToM vs kToM,kToM,kToM,B,49,-8,-4,-4,0,0.45999999999999996,23,19,27,12,23,18,26,7
kToM vs kToM,kToM,kToM,A,50,8,8,0,8,0.54,29,19,21,3,25,18,24,10
kToM vs kToM,kToM,kToM,B,50,-8,-0,-8,8,0.45999999999999996,21,11,29,13,24,17,25,7
kToM vs kToM,kToM,kToM,A,51,-6,0,-6,6,0.47,25,21,25,8,21,18,28,9
kToM vs kToM,kToM,kToM,B,51,6,6,-0,6,0.53,25,19,25,8,28,21,21,6
kToM vs kToM,kToM,kToM,A,52,6,0,6,-6,0.53,25,18,25,14,28,22,21,5
kToM vs kToM,kToM,kToM,B,52,-6,-6,-0,-6,0.47,25,15,25,8,21,14,28,11
kToM vs kToM,kToM,kToM,A,53,0,-2,2,-4,0.5,24,17,26,8,26,17,23,5
kToM vs kToM,kToM,kToM,B,53,-0,-2,2,-4,0.5,26,18,24,6,23,18,26,7
kToM vs kToM,kToM,kToM,A,54,-10,-6,-4,-2,0.45,22,18,28,6,22,17,27,6
kToM vs kToM,kToM,kToM,B,54,10,4,6,-2,0.55,28,17,22,6,27,16,22,7
kToM vs kToM,kToM,kToM,A,55,4,2,2,0,0.52,26,17,24,7,25,17,24,9
kToM vs kToM,kToM,kToM,B,55,-4,-2,-2,0,0.48,24,15,26,6,24,16,25,10
kToM vs kToM,kToM,kToM,A,56,6,-2,8,-10,0.53,24,14,26,7,28,22,21,3
kToM vs kToM,kToM,kToM,B,56,-6,-8,2,-10,0.47,26,13,24,4,21,17,28,8
kToM vs kToM,kToM,kToM,A,57,-10,-6,-4,-2,0.45,22,20,28,7,22,17,27,10
kToM vs kToM,kToM,kToM,B,57,10,4,6,-2,0.55,28,18,22,10,27,21,22,5
kToM vs kToM,kToM,kToM,A,58,12,14,-2,16,0.56,32,21,18,3,23,16,26,6
kToM vs kToM,kToM,kToM,B,58,-12,2,-14,16,0.43999999999999995,18,13,32,11,26,22,23,5
kToM vs kToM,kToM,kToM,A,59,-2,0,-2,2,0.49,25,17,25,7,23,13,26,11
kToM vs kToM,kToM,kToM,B,59,2,2,-0,2,0.51,25,16,25,9,26,22,23,4
kToM vs kToM,kToM,kToM,A,60,4,0,4,-4,0.52,25,17,25,12,27,20,22,5
kToM vs kToM,kToM,kToM,B,60,-4,-4,-0,-4,0.48,25,19,25,11,22,11,27,10
kToM vs kToM,kToM,kToM,A,61,-2,6,-8,14,0.49,28,20,22,3,21,18,28,14
kToM vs kToM,kToM,kToM,B,61,2,8,-6,14,0.51,22,19,28,9,28,19,21,7
kToM vs kToM,kToM,kToM,A,62,-8,-6,-2,-4,0.46,22,16,28,6,24,19,25,9
kToM vs kToM,kToM,kToM,B,62,8,2,6,-4,0.54,28,18,22,8,25,16,24,7
kToM vs kToM,kToM,kToM,A,63,0,-2,2,-4,0.5,24,15,26,11,25,18,24,8
kToM vs kToM,kToM,kToM,B,63,-0,-2,2,-4,0.5,26,16,24,8,24,15,25,8
kToM vs kToM,kToM,kToM,A,64,-2,0,-2,2,0.49,25,18,25,9,23,16,26,7
kToM vs kToM,kToM,kToM,B,64,2,2,-0,2,0.51,25,17,25,8,26,17,23,11
kToM vs kToM,kToM,kToM,A,65,12,8,4,4,0.56,29,20,21,7,27,18,22,3
kToM vs kToM,kToM,kToM,B,65,-12,-4,-8,4,0.43999999999999995,21,16,29,11,22,15,27,7
kToM vs kToM,kToM,kToM,A,66,24,12,12,0,0.62,31,22,19,6,30,18,19,3
kToM vs kToM,kToM,kToM,B,66,-24,-12,-12,0,0.38,19,12,31,11,19,12,30,9
kToM vs kToM,kToM,kToM,A,67,-4,-4,0,-4,0.48,23,19,27,8,24,14,25,8
kToM vs kToM,kToM,kToM,B,67,4,-0,4,-4,0.52,27,23,23,4,25,15,24,5
kToM vs kToM,kToM,kToM,A,68,4,12,-8,20,0.52,31,22,19,6,20,17,29,8
kToM vs kToM,kToM,kToM,B,68,-4,8,-12,20,0.48,19,12,31,16,29,17,20,5
kToM vs kToM,kToM,kToM,A,69,2,-4,6,-10,0.51,23,18,27,7,27,15,22,7
kToM vs kToM,kToM,kToM,B,69,-2,-6,4,-10,0.49,27,17,23,8,22,14,27,5
kToM vs kToM,kToM,kToM,A,70,-6,-6,0,-6,0.47,22,15,28,11,25,16,24,9
kToM vs kToM,kToM,kToM,B,70,6,-0,6,-6,0.53,28,18,22,2,24,16,25,11
kToM vs kToM,kToM,kToM,A,71,6,0,6,-6,0.53,25,17,25,6,27,17,22,9
kToM vs kToM,kToM,kToM,B,71,-6,-6,-0,-6,0.47,25,21,25,7,22,18,27,10
kToM vs kToM,kToM,kToM,A,72,-20,-16,-4,-12,0.4,17,15,33,14,22,19,27,7
kToM vs kToM,kToM,kToM,B,72,20,4,16,-12,0.6,33,23,17,3,27,18,22,6
kToM vs kToM,kToM,kToM,A,73,-6,-4,-2,-2,0.47,23,17,27,10,23,18,26,6
kToM vs kToM,kToM,kToM,B,73,6,2,4,-2,0.53,27,22,23,6,26,22,23,4
kToM vs kToM,kToM,kToM,A,74,6,4,2,2,0.53,27,15,23,7,26,19,23,9
kToM vs kToM,kToM,kToM,B,74,-6,-2,-4,2,0.47,23,18,27,9,23,13,26,10
kToM vs kToM,kToM,kToM,A,75,-18,-8,-10,2,0.41,21,16,29,9,19,10,30,8
kToM vs kToM,kToM,kToM,B,75,18,10,8,2,0.5900000000000001,29,19,21,5,30,22,19,9
kToM vs kToM,kToM,kToM,A,76,-10,-6,-4,-2,0.45,22,16,28,6,23,20,26,7
kToM vs kToM,kToM,kToM,B,76,10,4,6,-2,0.55,28,21,22,7,26,19,23,6
kToM vs kToM,kToM,kToM,A,77,-2,2,-4,6,0.49,26,18,24,9,23,20,26,6
kToM vs kToM,kToM,kToM,B,77,2,4,-2,6,0.51,24,16,26,10,26,18,23,6
kToM vs kToM,kToM,kToM,A,78,8,0,8,-8,0.54,25,18,25,9,28,22,21,7
kToM vs kToM,kToM,kToM,B,78,-8,-8,-0,-8,0.45999999999999996,25,17,25,7,21,17,28,10
kToM vs kToM,kToM,kToM,A,79,-2,2,-4,6,0.49,26,18,24,9,23,14,26,8
kToM vs kToM,kToM,kToM,B,79,2,4,-2,6,0.51,24,16,26,10,26,23,23,5
kToM vs kToM,kToM,kToM,A,80,18,10,8,2,0.59,30,23,20,4,28,21,21,5
kToM vs kToM,kToM,kToM,B,80,-18,-8,-10,2,0.41000000000000003,20,15,30,9,21,15,28,9
kToM vs kToM,kToM,kToM,A,81,-16,-4,-12,8,0.42,23,14,27,13,19,15,30,10
kToM vs kToM,kToM,kToM,B,81,16,12,4,8,0.5800000000000001,27,18,23,9,30,18,19,6
kToM vs kToM,kToM,kToM,A,82,10,6,4,2,0.55,28,23,22,10,27,16,22,7
kToM vs kToM,kToM,kToM,B,82,-10,-4,-6,2,0.44999999999999996,22,14,28,7,22,15,27,8
kToM vs kToM,kToM,kToM,A,83,16,12,4,8,0.58,31,13,19,5,27,20,22,7
kToM vs kToM,kToM,kToM,B,83,-16,-4,-12,8,0.42000000000000004,19,15,31,11,22,14,27,9
kToM vs kToM,kToM,kToM,A,84,-10,4,-14,18,0.45,27,13,23,5,18,11,31,12
kToM vs kToM,kToM,kToM,B,84,10,14,-4,18,0.55,23,16,27,13,31,23,18,6
kToM vs kToM,kToM,kToM,A,85,-10,-6,-4,-2,0.45,22,14,28,8,23,17,26,7
kToM vs kToM,kToM,kToM,B,85,10,4,6,-2,0.55,28,22,22,7,26,14,23,8
kToM vs kToM,kToM,kToM,A,86,0,-2,2,-4,0.5,24,17,26,11,25,16,24,8
kToM vs kToM,kToM,kToM,B,86,-0,-2,2,-4,0.5,26,20,24,7,24,17,25,9
kToM vs kToM,kToM,kToM,A,87,-8,-2,-6,4,0.46,24,15,26,11,21,16,28,12
kToM vs kToM,kToM,kToM,B,87,8,6,2,4,0.54,26,22,24,8,28,21,21,3
kToM vs kToM,kToM,kToM,A,88,8,6,2,4,0.54,28,20,22,6,26,21,23,9
kToM vs kToM,kToM,kToM,B,88,-8,-2,-6,4,0.45999999999999996,22,13,28,7,23,12,26,12
kToM vs kToM,kToM,kToM,A,89,-10,-6,-4,-2,0.45,22,17,28,11,23,15,26,10
kToM vs kToM,kToM,kToM,B,89,10,4,6,-2,0.55,28,20,22,3,26,19,23,6
kToM vs kToM,kToM,kToM,A,90,-8,2,-10,12,0.46,26,17,24,8,19,13,30,10
kToM vs kToM,kToM,kToM,B,90,8,10,-2,12,0.54,24,18,26,7,30,20,19,6
kToM vs kToM,kToM,kToM,A,91,0,-8,8,-16,0.5,21,16,29,12,29,17,20,7
kToM vs kToM,kToM,kToM,B,91,-0,-8,8,-16,0.5,29,22,21,5,20,15,29,10
kToM vs kToM,kToM,kToM,A,92,8,0,8,-8,0.54,25,17,25,9,28,21,21,4
kToM vs kToM,kToM,kToM,B,92,-8,-8,-0,-8,0.45999999999999996,25,18,25,8,21,12,28,12
kToM vs kToM,kToM,kToM,A,93,16,8,8,0,0.58,29,18,21,6,28,18,21,4
kToM vs kToM,kToM,kToM,B,93,-16,-8,-8,0,0.42000000000000004,21,16,29,12,21,15,28,10
kToM vs kToM,kToM,kToM,A,94,14,8,6,2,0.57,29,20,21,4,28,26,21,6
kToM vs kToM,kToM,kToM,B,94,-14,-6,-8,2,0.43000000000000005,21,12,29,9,21,19,28,10
kToM vs kToM,kToM,kToM,A,95,-4,-2,-2,0,0.48,24,18,26,7,24,15,25,10
kToM vs kToM,kToM,kToM,B,95,4,2,2,0,0.52,26,24,24,6,25,19,24,4
kToM vs kToM,kToM,kToM,A,96,2,6,-4,10,0.51,28,20,22,5,22,16,27,10
kToM vs kToM,kToM,kToM,B,96,-2,4,-6,10,0.49,22,18,28,8,27,21,22,3
kToM vs kToM,kToM,kToM,A,97,4,4,0,4,0.52,27,18,23,10,25,17,24,5
kToM vs kToM,kToM,kToM,B,97,-4,-0,-4,4,0.48,23,18,27,9,24,19,25,9
kToM vs kToM,kToM,kToM,A,98,2,2,0,2,0.51,26,20,24,8,24,18,25,7
kToM vs kToM,kToM,kToM,B,98,-2,-0,-2,2,0.49,24,15,26,8,25,10,24,5
kToM vs kToM,kToM,kToM,A,99,4,0,4,-4,0.52,25,14,25,10,26,15,23,8
kToM vs kToM,kToM,kToM,B,99,-4,-4,-0,-4,0.48,25,21,25,6,23,18,26,8
kToM vs kToM,kToM,kToM,A,100,4,2,2,0,0.52,26,18,24,7,25,15,24,6
kToM vs kToM,kToM,kToM,B,100,-4,-2,-2,0,0.48,24,18,26,14,24,18,25,10
kToM vs kToM,kToM,kToM,A,101,14,10,4,6,0.57,30,19,20,9,27,17,22,6
kToM vs kToM,kToM,kToM,B,101,-14,-4,-10,6,0.43000000000000005,20,15,30,10,22,19,27,9
kToM vs kToM,kToM,kToM,A,102,2,0,2,-2,0.51,25,18,25,9,25,17,24,8
kToM vs kToM,kToM,kToM,B,102,-2,-2,-0,-2,0.49,25,17,25,10,24,17,25,5
kToM vs kToM,kToM,kToM,A,103,4,-2,6,-8,0.52,24,19,26,7,27,15,22,9
kToM vs kToM,kToM,kToM,B,103,-4,-6,2,-8,0.48,26,19,24,5,22,15,27,8
kToM vs kToM,kToM,kToM,A,104,-12,-6,-6,0,0.44,22,16,28,7,21,14,28,8
kToM vs kToM,kToM,kToM,B,104,12,6,6,0,0.56,28,19,22,8,28,20,21,8
kToM vs kToM,kToM,kToM,A,105,-4,-2,-2,0,0.48,24,16,26,9,23,16,26,11
kToM vs kToM,kToM,kToM,B,105,4,2,2,0,0.52,26,21,24,4,26,19,23,8
kToM vs kToM,kToM,kToM,A,106,-6,4,-10,14,0.47,27,18,23,10,20,16,29,9
kToM vs kToM,kToM,kToM,B,106,6,10,-4,14,0.53,23,18,27,11,29,18,20,7
kToM vs kToM,kToM,kToM,A,107,12,0,12,-12,0.56,25,12,25,6,31,25,18,2
kToM vs kToM,kToM,kToM,B,107,-12,-12,-0,-12,0.43999999999999995,25,19,25,7,18,14,31,14
kToM vs kToM,kToM,kToM,A,108,-2,2,-4,6,0.49,26,18,24,10,22,21,27,13
kToM vs kToM,kToM,kToM,B,108,2,4,-2,6,0.51,24,16,26,9,27,20,22,6
