pairing,opponent,strategy,position,sim_id,payoff_total,payoff_matcher,payoff_mismatcher,role_advantage,winrate,n_win_first,rep_win_first,n_loss_first,rep_loss_first,n_win_second,rep_win_second,n_loss_second,rep_loss_second
kToM vs kToM,kToM,kToM,A,109,2,6,-4,10,0.51,28,22,22,6,23,12,26,12
kToM vs kToM,kToM,kToM,B,109,-2,4,-6,10,0.49,22,17,28,7,26,19,23,9
kToM vs kToM,kToM,kToM,A,110,2,4,-2,6,0.51,27,18,23,7,23,16,26,11
kToM vs kToM,kToM,kToM,B,110,-2,2,-4,6,0.49,23,18,27,7,26,18,23,8
kToM vs kToM,kToM,kToM,A,111,4,0,4,-4,0.52,25,19,25,8,26,17,23,8
kToM vs kToM,kToM,kToM,B,111,-4,-4,-0,-4,0.48,25,20,25,6,23,20,26,12
kToM vs kToM,kToM,kToM,A,112,-2,-2,0,-2,0.49,24,16,26,10,25,16,24,9
kToM vs kToM,kToM,kToM,B,112,2,-0,2,-2,0.51,26,17,24,8,24,17,25,5
kToM vs kToM,kToM,kToM,A,113,8,2,6,-4,0.54,26,21,24,7,28,17,21,7
kToM vs kToM,kToM,kToM,B,113,-8,-6,-2,-4,0.45999999999999996,24,21,26,8,21,14,28,9
kToM vs kToM,kToM,kToM,A,114,12,6,6,0,0.56,28,20,22,11,27,18,22,5
kToM vs kToM,kToM,kToM,B,114,-12,-6,-6,0,0.43999999999999995,22,15,28,8,22,17,27,10
kToM vs kToM,kToM,kToM,A,115,16,10,6,4,0.58,30,16,20,3,27,18,22,5
kToM vs kToM,kToM,kToM,B,115,-16,-6,-10,4,0.42000000000000004,20,16,30,8,22,19,27,10
kToM vs kToM,kToM,kToM,A,116,2,6,-4,10,0.51,28,20,22,8,23,16,26,8
kToM vs kToM,kToM,kToM,B,116,-2,4,-6,10,0.49,22,16,28,8,26,18,23,6
kToM vs kToM,kToM,kToM,A,117,4,4,0,4,0.52,27,18,23,9,25,19,24,8
kToM vs kToM,kToM,kToM,B,117,-4,-0,-4,4,0.48,23,16,27,12,24,11,25,11
kToM vs kToM,kToM,kToM,A,118,-2,2,-4,6,0.49,26,19,24,6,23,14,26,8
kToM vs kToM,kToM,kToM,B,118,2,4,-2,6,0.51,24,15,26,9,26,15,23,5
kToM vs kToM,kToM,kToM,A,119,-14,-2,-12,10,0.43,24,19,26,10,18,14,31,7
kToM vs kToM,kToM,kToM,B,119,14,12,2,10,0.5700000000000001,26,21,24,6,31,20,18,0
kToM vs kToM,kToM,kToM,A,120,-12,-2,-10,8,0.44,24,20,26,10,19,17,30,10
kToM vs kToM,kToM,kToM,B,120,12,10,2,8,0.56,26,19,24,7,30,19,19,5
kToM vs kToM,kToM,kToM,A,121,2,6,-4,10,0.51,28,19,22,7,22,17,27,5
kToM vs kToM,kToM,kToM,B,121,-2,4,-6,10,0.49,22,18,28,7,27,19,22,3
kToM vs kToM,kToM,kToM,A,122,-4,-6,2,-8,0.48,22,17,28,10,25,19,24,6
kToM vs kToM,kToM,kToM,B,122,4,-2,6,-8,0.52,28,23,22,5,24,19,25,14
kToM vs kToM,kToM,kToM,A,123,-6,-8,2,-10,0.47,21,17,29,7,26,18,23,7
kToM vs kToM,kToM,kToM,B,123,6,-2,8,-10,0.53,29,18,21,4,23,17,26,6
kToM vs kToM,kToM,kToM,A,124,0,0,0,0,0.5,25,20,25,8,25,16,24,7
kToM vs kToM,kToM,kToM,B,124,-0,-0,-0,0,0.5,25,20,25,10,24,15,25,7
kToM vs kToM,kToM,kToM,A,125,-16,-12,-4,-8,0.42,19,17,31,9,22,20,27,10
kToM vs kToM,kToM,kToM,B,125,16,4,12,-8,0.5800000000000001,31,18,19,4,27,18,22,6
kToM vs kToM,kToM,kToM,A,126,10,4,6,-2,0.55,27,18,23,10,28,17,21,6
kToM vs kToM,kToM,kToM,B,126,-10,-6,-4,-2,0.44999999999999996,23,13,27,8,21,17,28,7
kToM vs kToM,kToM,kToM,A,127,6,8,-2,10,0.53,29,21,21,10,24,16,25,9
kToM vs kToM,kToM,kToM,B,127,-6,2,-8,10,0.47,21,15,29,12,25,18,24,5
kToM vs kToM,kToM,kToM,A,128,10,4,6,-2,0.55,27,22,23,8,27,19,22,7
kToM vs kToM,kToM,kToM,B,128,-10,-6,-4,-2,0.44999999999999996,23,18,27,8,22,17,27,6
kToM vs kToM,kToM,kToM,A,129,-4,-4,0,-4,0.48,23,18,27,11,25,18,24,8
kToM vs kToM,kToM,kToM,B,129,4,-0,4,-4,0.52,27,18,23,7,24,22,25,12
kToM vs kToM,kToM,kToM,A,130,6,6,0,6,0.53,28,17,22,6,25,21,24,8
kToM vs kToM,kToM,kToM,B,130,-6,-0,-6,6,0.47,22,19,28,11,24,17,25,6
kToM vs kToM,kToM,kToM,A,131,0,-4,4,-8,0.5,23,14,27,11,27,23,22,6
kToM vs kToM,kToM,kToM,B,131,-0,-4,4,-8,0.5,27,19,23,5,22,15,27,10
kToM vs kToM,kToM,kToM,A,132,-6,-4,-2,-2,0.47,23,17,27,7,23,17,26,7
kToM vs kToM,kToM,kToM,B,132,6,2,4,-2,0.53,27,18,23,9,26,17,23,8
kToM vs kToM,kToM,kToM,A,133,16,16,0,16,0.58,33,16,17,9,25,16,24,5
kToM vs kToM,kToM,kToM,B,133,-16,-0,-16,16,0.42000000000000004,17,11,33,11,24,16,25,8
kToM vs kToM,kToM,kToM,A,134,-2,-6,4,-10,0.49,22,12,28,8,26,19,23,8
kToM vs kToM,kToM,kToM,B,134,2,-4,6,-10,0.51,28,19,22,5,23,15,26,7
kToM vs kToM,kToM,kToM,A,135,6,8,-2,10,0.53,29,16,21,6,24,15,25,8
kToM vs kToM,kToM,kToM,B,135,-6,2,-8,10,0.47,21,14,29,11,25,16,24,4
kToM vs kToM,kToM,kToM,A,136,10,4,6,-2,0.55,27,17,23,11,27,19,22,3
kToM vs kToM,kToM,kToM,B,136,-10,-6,-4,-2,0.44999999999999996,23,16,27,6,22,15,27,6
kToM vs kToM,kToM,kToM,A,137,-6,-4,-2,-2,0.47,23,19,27,7,24,15,25,7
kToM vs kToM,kToM,kToM,B,137,6,2,4,-2,0.53,27,19,23,7,25,20,24,7
kToM vs kToM,kToM,kToM,A,138,-6,-6,0,-6,0.47,22,13,28,11,25,19,24,8
kToM vs kToM,kToM,kToM,B,138,6,-0,6,-6,0.53,28,19,22,9,24,14,25,10
kToM vs kToM,kToM,kToM,A,139,-4,-4,0,-4,0.48,23,17,27,10,24,16,25,9
kToM vs kToM,kToM,kToM,B,139,4,-0,4,-4,0.52,27,17,23,10,25,18,24,5
kToM vs kToM,kToM,kToM,A,140,2,2,0,2,0.51,26,14,24,6,24,17,25,8
kToM vs kToM,kToM,kToM,B,140,-2,-0,-2,2,0.49,24,16,26,6,25,15,24,9
kToM vs kToM,kToM,kToM,A,141,4,-2,6,-8,0.52,24,14,26,8,28,23,21,8
kToM vs kToM,kToM,kToM,B,141,-4,-6,2,-8,0.48,26,18,24,8,21,15,28,12
kToM vs kToM,kToM,kToM,A,142,-6,-4,-2,-2,0.47,23,17,27,8,23,17,26,9
kToM vs kToM,kToM,kToM,B,142,6,2,4,-2,0.53,27,14,23,8,26,22,23,6
kToM vs kToM,kToM,kToM,A,143,-6,-2,-4,2,0.47,24,13,26,7,23,17,26,9
kToM vs kToM,kToM,kToM,B,143,6,4,2,2,0.53,26,15,24,8,26,23,23,6
kToM vs kToM,kToM,kToM,A,144,-10,-10,0,-10,0.45,20,12,30,14,24,19,25,5
kToM vs kToM,kToM,kToM,B,144,10,-0,10,-10,0.55,30,18,20,6,25,18,24,5
kToM vs kToM,kToM,kToM,A,145,2,2,0,2,0.51,26,11,24,6,24,17,25,6
kToM vs kToM,kToM,kToM,B,145,-2,-0,-2,2,0.49,24,16,26,8,25,21,24,7
kToM vs kToM,kToM,kToM,A,146,-2,4,-6,10,0.49,27,18,23,7,22,13,27,9
kToM vs kToM,kToM,kToM,B,146,2,6,-4,10,0.51,23,13,27,12,27,19,22,7
kToM vs kToM,kToM,kToM,A,147,16,6,10,-4,0.58,28,21,22,5,29,16,20,8
kToM vs kToM,kToM,kToM,B,147,-16,-10,-6,-4,0.42000000000000004,22,19,28,11,20,11,29,11
kToM vs kToM,kToM,kToM,A,148,-14,-8,-6,-2,0.43,21,15,29,8,21,16,28,9
kToM vs kToM,kToM,kToM,B,148,14,6,8,-2,0.5700000000000001,29,19,21,4,28,20,21,3
kToM vs kToM,kToM,kToM,A,149,-8,-2,-6,4,0.46,24,19,26,9,21,18,28,9
kToM vs kToM,kToM,kToM,B,149,8,6,2,4,0.54,26,19,24,6,28,16,21,6
kToM vs kToM,kToM,kToM,A,150,-2,4,-6,10,0.49,27,18,23,4,21,16,28,10
kToM vs kToM,kToM,kToM,B,150,2,6,-4,10,0.51,23,18,27,6,28,22,21,11
kToM vs kToM,kToM,kToM,A,151,6,4,2,2,0.53,27,18,23,6,25,17,24,6
kToM vs kToM,kToM,kToM,B,151,-6,-2,-4,2,0.47,23,15,27,8,24,17,25,8
kToM vs kToM,kToM,kToM,A,152,-8,-10,2,-12,0.46,20,14,30,12,26,20,23,8
kToM vs kToM,kToM,kToM,B,152,8,-2,10,-12,0.54,30,20,20,6,23,21,26,12
kToM vs kToM,kToM,kToM,A,153,2,0,2,-2,0.51,25,16,25,9,26,17,23,7
kToM vs kToM,kToM,kToM,B,153,-2,-2,-0,-2,0.49,25,20,25,5,23,16,26,4
kToM vs kToM,kToM,kToM,A,154,-4,-4,0,-4,0.48,23,16,27,12,25,18,24,9
kToM vs kToM,kToM,kToM,B,154,4,-0,4,-4,0.52,27,19,23,7,24,13,25,6
kToM vs kToM,kToM,kToM,A,155,0,2,-2,4,0.5,26,15,24,12,24,18,25,6
kToM vs kToM,kToM,kToM,B,155,-0,2,-2,4,0.5,24,15,26,7,25,16,24,8
kToM vs kToM,kToM,kToM,A,156,2,2,0,2,0.51,26,18,24,8,25,21,24,7
kToM vs kToM,kToM,kToM,B,156,-2,-0,-2,2,0.49,24,20,26,8,24,21,25,12
kToM vs kToM,kToM,kToM,A,157,0,-2,2,-4,0.5,24,16,26,7,26,22,23,6
kToM vs kToM,kToM,kToM,B,157,-0,-2,2,-4,0.5,26,22,24,9,23,16,26,5
kToM vs kToM,kToM,kToM,A,158,6,2,4,-2,0.53,26,17,24,10,26,20,23,3
kToM vs kToM,kToM,kToM,B,158,-6,-4,-2,-2,0.47,24,18,26,4,23,14,26,7
kToM vs kToM,kToM,kToM,A,159,4,0,4,-4,0.52,25,13,25,6,27,19,22,5
kToM vs kToM,kToM,kToM,B,159,-4,-4,-0,-4,0.48,25,16,25,6,22,15,27,6
kToM vs kToM,kToM,kToM,A,160,-8,0,-8,8,0.46,25,18,25,11,21,16,28,8
kToM vs kToM,kToM,kToM,B,160,8,8,-0,8,0.54,25,19,25,9,28,18,21,10
kToM vs kToM,kToM,kToM,A,161,4,2,2,0,0.52,26,19,24,6,26,20,23,8
kToM vs kToM,kToM,kToM,B,161,-4,-2,-2,0,0.48,24,15,26,9,23,16,26,8
kToM vs kToM,kToM,kToM,A,162,2,6,-4,10,0.51,28,18,22,8,23,18,26,9
kToM vs kToM,kToM,kToM,B,162,-2,4,-6,10,0.49,22,16,28,9,26,20,23,7
kToM vs kToM,kToM,kToM,A,163,2,-2,4,-6,0.51,24,20,26,7,26,21,23,9
kToM vs kToM,kToM,kToM,B,163,-2,-4,2,-6,0.49,26,19,24,3,23,18,26,11
kToM vs kToM,kToM,kToM,A,164,0,6,-6,12,0.5,28,23,22,5,22,16,27,12
kToM vs kToM,kToM,kToM,B,164,-0,6,-6,12,0.5,22,15,28,10,27,14,22,6
kToM vs kToM,kToM,kToM,A,165,0,0,0,0,0.5,25,17,25,9,24,17,25,6
kToM vs kToM,kToM,kToM,B,165,-0,-0,-0,0,0.5,25,20,25,6,25,16,24,5
kToM vs kToM,kToM,kToM,A,166,4,4,0,4,0.52,27,20,23,7,25,19,24,10
kToM vs kToM,kToM,kToM,B,166,-4,-0,-4,4,0.48,23,16,27,7,24,18,25,9
kToM vs kToM,kToM,kToM,A,167,10,4,6,-2,0.55,27,18,23,4,28,20,21,3
kToM vs kToM,kToM,kToM,B,167,-10,-6,-4,-2,0.44999999999999996,23,15,27,8,21,14,28,6
kToM vs kToM,kToM,kToM,A,168,-2,0,-2,2,0.49,25,19,25,8,23,15,26,6
kToM vs kToM,kToM,kToM,B,168,2,2,-0,2,0.51,25,22,25,7,26,18,23,7
kToM vs kToM,kToM,kToM,A,169,0,-2,2,-4,0.5,24,22,26,5,26,18,23,9
kToM vs kToM,kToM,kToM,B,169,-0,-2,2,-4,0.5,26,19,24,6,23,13,26,11
kToM vs kToM,kToM,kToM,A,170,-8,0,-8,8,0.46,25,19,25,8,20,16,29,12
kToM vs kToM,kToM,kToM,B,170,8,8,-0,8,0.54,25,14,25,13,29,19,20,5
kToM vs kToM,kToM,kToM,A,171,-8,-6,-2,-4,0.46,22,14,28,9,23,16,26,9
kToM vs kToM,kToM,kToM,B,171,8,2,6,-4,0.54,28,22,22,6,26,24,23,8
kToM vs kToM,kToM,kToM,A,172,4,4,0,4,0.52,27,20,23,6,25,20,24,7
kToM vs kToM,kToM,kToM,B,172,-4,-0,-4,4,0.48,23,19,27,9,24,14,25,6
kToM vs kToM,kToM,kToM,A,173,-2,0,-2,2,0.49,25,20,25,10,23,17,26,9
kToM vs kToM,kToM,kToM,B,173,2,2,-0,2,0.51,25,18,25,8,26,17,23,6
kToM vs kToM,kToM,kToM,A,174,0,4,-4,8,0.5,27,21,23,7,22,15,27,8
kToM vs kToM,kToM,kToM,B,174,-0,4,-4,8,0.5,23,18,27,11,27,17,22,4
kToM vs kToM,kToM,kToM,A,175,-4,2,-6,8,0.48,26,19,24,7,22,17,27,10
kToM vs kToM,kToM,kToM,B,175,4,6,-2,8,0.52,24,17,26,8,27,20,22,6
kToM vs kToM,kToM,kToM,A,176,-2,-4,2,-6,0.49,23,14,27,10,25,19,24,8
kToM vs kToM,kToM,kToM,B,176,2,-2,4,-6,0.51,27,19,23,7,24,21,25,7
kToM vs kToM,kToM,kToM,A,177,-10,-4,-6,2,0.45,23,15,27,11,21,17,28,10
kToM vs kToM,kToM,kToM,B,177,10,6,4,2,0.55,27,20,23,7,28,18,21,3
kToM vs kToM,kToM,kToM,A,178,-4,-10,6,-16,0.48,20,13,30,13,28,20,21,9
kToM vs kToM,kToM,kToM,B,178,4,-6,10,-16,0.52,30,22,20,4,21,16,28,8
kToM vs kToM,kToM,kToM,A,179,8,10,-2,12,0.54,30,16,20,5,24,18,25,10
kToM vs kToM,kToM,kToM,B,179,-8,2,-10,12,0.45999999999999996,20,16,30,18,25,17,24,6
kToM vs kToM,kToM,kToM,A,180,-2,6,-8,14,0.49,28,19,22,8,20,15,29,9
kToM vs kToM,kToM,kToM,B,180,2,8,-6,14,0.51,22,16,28,7,29,17,20,6
kToM vs kToM,kToM,kToM,A,181,-8,-8,0,-8,0.46,21,17,29,10,25,19,24,11
kToM vs kToM,kToM,kToM,B,181,8,-0,8,-8,0.54,29,21,21,4,24,18,25,11
kToM vs kToM,kToM,kToM,A,182,8,4,4,0,0.54,27,19,23,7,26,19,23,4
kToM vs kToM,kToM,kToM,B,182,-8,-4,-4,0,0.45999999999999996,23,17,27,4,23,18,26,9
kToM vs kToM,kToM,kToM,A,183,4,-2,6,-8,0.52,24,13,26,5,27,20,22,4
kToM vs kToM,kToM,kToM,B,183,-4,-6,2,-8,0.48,26,15,24,11,22,18,27,8
kToM vs kToM,kToM,kToM,A,184,2,0,2,-2,0.51,25,15,25,5,25,20,24,8
kToM vs kToM,kToM,kToM,B,184,-2,-2,-0,-2,0.49,25,14,25,8,24,18,25,6
kToM vs kToM,kToM,kToM,A,185,0,-2,2,-4,0.5,24,15,26,6,25,21,24,7
kToM vs kToM,kToM,kToM,B,185,-0,-2,2,-4,0.5,26,16,24,7,24,16,25,9
kToM vs kToM,kToM,kToM,A,186,-12,-2,-10,8,0.44,24,16,26,2,20,15,29,12
kToM vs kToM,kToM,kToM,B,186,12,10,2,8,0.56,26,19,24,7,29,17,20,7
kToM vs kToM,kToM,kToM,A,187,8,4,4,0,0.54,27,21,23,5,26,21,23,4
kToM vs kToM,kToM,kToM,B,187,-8,-4,-4,0,0.45999999999999996,23,17,27,9,23,18,26,8
kToM vs kToM,kToM,kToM,A,188,14,4,10,-6,0.57,27,18,23,5,29,20,20,4
kToM vs kToM,kToM,kToM,B,188,-14,-10,-4,-6,0.43000000000000005,23,15,27,11,20,16,29,11
kToM vs kToM,kToM,kToM,A,189,8,8,0,8,0.54,29,19,21,7,25,17,24,7
kToM vs kToM,kToM,kToM,B,189,-8,-0,-8,8,0.45999999999999996,21,13,29,16,24,14,25,4
kToM vs kToM,kToM,kToM,A,190,8,-4,12,-16,0.54,23,22,27,6,30,21,19,5
kToM vs kToM,kToM,kToM,B,190,-8,-12,4,-16,0.45999999999999996,27,24,23,2,19,14,30,11
kToM vs kToM,kToM,kToM,A,191,-8,-6,-2,-4,0.46,22,16,28,10,24,20,25,6
kToM vs kToM,kToM,kToM,B,191,8,2,6,-4,0.54,28,19,22,7,25,18,24,5
kToM vs kToM,kToM,kToM,A,192,-6,2,-8,10,0.47,26,21,24,7,21,17,28,7
kToM vs kToM,kToM,kToM,B,192,6,8,-2,10,0.53,24,17,26,7,28,21,21,6
kToM vs kToM,kToM,kToM,A,193,-12,-6,-6,0,0.44,22,16,28,8,22,20,27,10
kToM vs kToM,kToM,kToM,B,193,12,6,6,0,0.56,28,20,22,5,27,21,22,5
kToM vs kToM,kToM,kToM,A,194,-16,-14,-2,-12,0.42,18,12,32,13,23,17,26,9
kToM vs kToM,kToM,kToM,B,194,16,2,14,-12,0.5800000000000001,32,21,18,8,26,22,23,8
kToM vs kToM,kToM,kToM,A,195,6,0,6,-6,0.53,25,21,25,9,28,18,21,6
kToM vs kToM,kToM,kToM,B,195,-6,-6,-0,-6,0.47,25,18,25,8,21,16,28,6
kToM vs kToM,kToM,kToM,A,196,2,4,-2,6,0.51,27,18,23,6,24,20,25,11
kToM vs kToM,kToM,kToM,B,196,-2,2,-4,6,0.49,23,16,27,8,25,21,24,7
kToM vs kToM,kToM,kToM,A,197,-16,-12,-4,-8,0.42,19,13,31,11,23,20,26,8
kToM vs kToM,kToM,kToM,B,197,16,4,12,-8,0.5800000000000001,31,24,19,4,26,18,23,3
kToM vs kToM,kToM,kToM,A,198,-6,-2,-4,2,0.47,24,15,26,7,23,14,26,10
kToM vs kToM,kToM,kToM,B,198,6,4,2,2,0.53,26,17,24,5,26,19,23,7
kToM vs kToM,kToM,kToM,A,199,8,8,0,8,0.54,29,15,21,5,24,20,25,7
kToM vs kToM,kToM,kToM,B,199,-8,-0,-8,8,0.45999999999999996,21,15,29,8,25,18,24,7
kToM vs kToM,kToM,kToM,A,200,-10,-4,-6,2,0.45,23,19,27,10,21,17,28,8
kToM vs kToM,kToM,kToM,B,200,10,6,4,2,0.55,27,21,23,7,28,23,21,7
kToM vs kToM,kToM,kToM,A,201,2,-2,4,-6,0.51,24,14,26,9,26,24,23,6
kToM vs kToM,kToM,kToM,B,201,-2,-4,2,-6,0.49,26,18,24,7,23,18,26,11
kToM vs kToM,kToM,kToM,A,202,2,-2,4,-6,0.51,24,12,26,9,26,16,23,10
kToM vs kToM,kToM,kToM,B,202,-2,-4,2,-6,0.49,26,20,24,5,23,18,26,8
kToM vs kToM,kToM,kToM,A,203,18,4,14,-10,0.59,27,22,23,6,31,20,18,4
kToM vs kToM,kToM,kToM,B,203,-18,-14,-4,-10,0.41000000000000003,23,18,27,9,18,15,31,17
kToM vs kToM,kToM,kToM,A,204,8,0,8,-8,0.54,25,17,25,7,29,22,20,9
kToM vs kToM,kToM,kToM,B,204,-8,-8,-0,-8,0.45999999999999996,25,17,25,10,20,12,29,11
kToM vs kToM,kToM,kToM,A,205,-6,-6,0,-6,0.47,22,21,28,7,24,18,25,6
kToM vs kToM,kToM,kToM,B,205,6,-0,6,-6,0.53,28,23,22,5,25,15,24,10
kToM vs kToM,kToM,kToM,A,206,4,-2,6,-8,0.52,24,21,26,7,27,17,22,7
kToM vs kToM,kToM,kToM,B,206,-4,-6,2,-8,0.48,26,16,24,7,22,16,27,10
kToM vs kToM,kToM,kToM,A,207,10,6,4,2,0.55,28,15,22,5,27,16,22,8
kToM vs kToM,kToM,kToM,B,207,-10,-4,-6,2,0.44999999999999996,22,14,28,10,22,17,27,10
kToM vs kToM,kToM,kToM,A,208,-6,0,-6,6,0.47,25,22,25,7,22,14,27,7
kToM vs kToM,kToM,kToM,B,208,6,6,-0,6,0.53,25,21,25,6,27,17,22,8
kToM vs kToM,kToM,kToM,A,209,10,12,-2,14,0.55,31,19,19,8,24,14,25,6
kToM vs kToM,kToM,kToM,B,209,-10,2,-12,14,0.44999999999999996,19,11,31,10,25,17,24,3
kToM vs kToM,kToM,kToM,A,210,-14,-18,4,-22,0.43,16,12,34,14,27,15,22,7
kToM vs kToM,kToM,kToM,B,210,14,-4,18,-22,0.5700000000000001,34,23,16,5,22,15,27,12
kToM vs kToM,kToM,kToM,A,211,4,4,0,4,0.52,27,17,23,6,25,16,24,10
kToM vs kToM,kToM,kToM,B,211,-4,-0,-4,4,0.48,23,13,27,10,24,16,25,10
kToM vs kToM,kToM,kToM,A,212,-4,2,-6,8,0.48,26,23,24,7,22,18,27,8
kToM vs kToM,kToM,kToM,B,212,4,6,-2,8,0.52,24,21,26,7,27,19,22,5
kToM vs kToM,kToM,kToM,A,213,-12,-10,-2,-8,0.44,20,12,30,9,24,17,25,7
kToM vs kToM,kToM,kToM,B,213,12,2,10,-8,0.56,30,25,20,6,25,14,24,9
kToM vs kToM,kToM,kToM,A,214,-12,-8,-4,-4,0.44,21,16,29,8,23,14,26,7
kToM vs kToM,kToM,kToM,B,214,12,4,8,-4,0.56,29,18,21,8,26,16,23,8
kToM vs kToM,kToM,kToM,A,215,10,-4,14,-18,0.55,23,18,27,6,31,18,18,8
kToM vs kToM,kToM,kToM,B,215,-10,-14,4,-18,0.44999999999999996,27,22,23,7,18,13,31,9
kToM vs kToM,kToM,kToM,A,216,-10,0,-10,10,0.45,25,21,25,7,20,19,29,9
kToM vs kToM,kToM,kToM,B,216,10,10,-0,10,0.55,25,21,25,7,29,21,20,5
kToM vs kToM,kToM,kToM,A,217,6,0,6,-6,0.53,25,15,25,10,27,16,22,4
kToM vs kToM,kToM,kToM,B,217,-6,-6,-0,-6,0.47,25,19,25,8,22,18,27,11
kToM vs kToM,kToM,kToM,A,218,2,8,-6,14,0.51,29,19,21,4,22,15,27,10
kToM vs kToM,kToM,kToM,B,218,-2,6,-8,14,0.49,21,18,29,8,27,18,22,6
kToM vs kToM,kToM,kToM,A,219,6,6,0,6,0.53,28,18,22,8,25,20,24,9
kToM vs kToM,kToM,kToM,B,219,-6,-0,-6,6,0.47,22,12,28,9,24,17,25,7
kToM vs kToM,kToM,kToM,A,220,0,6,-6,12,0.5,28,19,22,7,21,17,28,9
kToM vs kToM,kToM,kToM,B,220,-0,6,-6,12,0.5,22,16,28,7,28,24,21,7
kToM vs kToM,kToM,kToM,A,221,-10,-6,-4,-2,0.45,22,16,28,11,23,19,26,7
kToM vs kToM,kToM,kToM,B,221,10,4,6,-2,0.55,28,21,22,6,26,18,23,6
kToM vs kToM,kToM,kToM,A,222,8,4,4,0,0.54,27,20,23,9,26,22,23,6
kToM vs kToM,kToM,kToM,B,222,-8,-4,-4,0,0.45999999999999996,23,19,27,6,23,20,26,11
kToM vs kToM,kToM,kToM,A,223,10,4,6,-2,0.55,27,19,23,6,27,21,22,6
kToM vs kToM,kToM,kToM,B,223,-10,-6,-4,-2,0.44999999999999996,23,19,27,10,22,17,27,14
kToM vs kToM,kToM,kToM,A,224,-12,-10,-2,-8,0.44,20,13,30,15,23,20,26,9
kToM vs kToM,kToM,kToM,B,224,12,2,10,-8,0.56,30,21,20,4,26,19,23,7
kToM vs kToM,kToM,kToM,A,225,6,2,4,-2,0.53,26,17,24,6,26,18,23,6
kToM vs kToM,kToM,kToM,B,225,-6,-4,-2,-2,0.47,24,18,26,7,23,17,26,8
kToM vs kToM,kToM,kToM,A,226,-4,-14,10,-24,0.48,18,14,32,14,30,21,19,6
kToM vs kToM,kToM,kToM,B,226,4,-10,14,-24,0.52,32,21,18,2,19,14,30,7
kToM vs kToM,kToM,kToM,A,227,-18,-8,-10,2,0.41,21,15,29,10,19,17,30,10
kToM vs kToM,kToM,kToM,B,227,18,10,8,2,0.5900000000000001,29,20,21,6,30,17,19,3
kToM vs kToM,kToM,kToM,A,228,-2,2,-4,6,0.49,26,12,24,8,23,18,26,8
kToM vs kToM,kToM,kToM,B,228,2,4,-2,6,0.51,24,17,26,7,26,20,23,9
kToM vs kToM,kToM,kToM,A,229,16,12,4,8,0.58,31,20,19,5,27,20,22,6
kToM vs kToM,kToM,kToM,B,229,-16,-4,-12,8,0.42000000000000004,19,16,31,10,22,17,27,4
kToM vs kToM,kToM,kToM,A,230,6,8,-2,10,0.53,29,18,21,10,23,16,26,9
kToM vs kToM,kToM,kToM,B,230,-6,2,-8,10,0.47,21,15,29,14,26,20,23,6
kToM vs kToM,kToM,kToM,A,231,0,2,-2,4,0.5,26,19,24,5,24,19,25,10
kToM vs kToM,kToM,kToM,B,231,-0,2,-2,4,0.5,24,19,26,10,25,21,24,7
kToM vs kToM,kToM,kToM,A,232,-16,-8,-8,0,0.42,21,16,29,10,21,11,28,8
kToM vs kToM,kToM,kToM,B,232,16,8,8,0,0.5800000000000001,29,19,21,2,28,14,21,8
kToM vs kToM,kToM,kToM,A,233,-10,-4,-6,2,0.45,23,16,27,8,21,15,28,11
kToM vs kToM,kToM,kToM,B,233,10,6,4,2,0.55,27,19,23,8,28,21,21,6
kToM vs kToM,kToM,kToM,A,234,2,2,0,2,0.51,26,18,24,10,24,18,25,10
kToM vs kToM,kToM,kToM,B,234,-2,-0,-2,2,0.49,24,15,26,10,25,19,24,9
kToM vs kToM,kToM,kToM,A,235,-10,-10,0,-10,0.45,20,17,30,8,25,19,24,5
kToM vs kToM,kToM,kToM,B,235,10,-0,10,-10,0.55,30,18,20,3,24,16,25,7
kToM vs kToM,kToM,kToM,A,236,8,6,2,4,0.54,28,20,22,7,26,17,23,3
kToM vs kToM,kToM,kToM,B,236,-8,-2,-6,4,0.45999999999999996,22,18,28,7,23,15,26,6
kToM vs kToM,kToM,kToM,A,237,2,0,2,-2,0.51,25,17,25,7,25,19,24,7
kToM vs kToM,kToM,kToM,B,237,-2,-2,-0,-2,0.49,25,21,25,7,24,16,25,8
kToM vs kToM,kToM,kToM,A,238,-8,2,-10,12,0.46,26,16,24,9,20,14,29,15
kToM vs kToM,kToM,kToM,B,238,8,10,-2,12,0.54,24,16,26,7,29,22,20,6
kToM vs kToM,kToM,kToM,A,239,-4,-4,0,-4,0.48,23,16,27,11,24,13,25,7
kToM vs kToM,kToM,kToM,B,239,4,-0,4,-4,0.52,27,19,23,6,25,15,24,5
kToM vs kToM,kToM,kToM,A,240,0,0,0,0,0.5,25,20,25,9,24,17,25,7
kToM vs kToM,kToM,kToM,B,240,-0,-0,-0,0,0.5,25,19,25,6,25,15,24,8
kToM vs kToM,kToM,kToM,A,241,-4,-8,4,-12,0.48,21,19,29,9,27,14,22,5
kToM vs kToM,kToM,kToM,B,241,4,-4,8,-12,0.52,29,19,21,4,22,16,27,10
kToM vs kToM,kToM,kToM,A,242,0,-4,4,-8,0.5,23,19,27,11,26,15,23,6
kToM vs kToM,kToM,kToM,B,242,-0,-4,4,-8,0.5,27,21,23,7,23,18,26,6
kToM vs kToM,kToM,kToM,A,243,4,-4,8,-12,0.52,23,17,27,9,29,20,20,8
